HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Hatayspor,Gaziantep,2,1,H,0.0,0.0,D,15.0,7.0,6.0,5.0,14.0,9.0,6.0,3.0,2.0,5.0,0.0,0.0
Yeni Malatyaspor,Altay,2,1,H,0.0,0.0,D,13.0,10.0,5.0,3.0,18.0,14.0,6.0,3.0,2.0,3.0,0.0,0.0
Rizespor,Kasimpasa,2,1,H,1.0,0.0,H,8.0,18.0,3.0,5.0,18.0,16.0,7.0,5.0,3.0,4.0,0.0,0.0
Gaziantep,Giresunspor,1,1,D,0.0,0.0,D,6.0,15.0,3.0,6.0,11.0,6.0,3.0,5.0,3.0,3.0,0.0,0.0
Konyaspor,Kayserispor,2,0,H,2.0,0.0,H,11.0,11.0,3.0,3.0,17.0,12.0,4.0,5.0,2.0,3.0,0.0,0.0
Goztep,Trabzonspor,0,1,A,0.0,0.0,D,17.0,6.0,3.0,1.0,17.0,13.0,1.0,2.0,4.0,4.0,0.0,0.0
Karagumruk,Hatayspor,1,1,D,1.0,1.0,D,12.0,9.0,3.0,4.0,13.0,19.0,8.0,3.0,5.0,3.0,1.0,0.0
Antalyaspor,Buyuksehyr,1,2,A,0.0,1.0,A,13.0,7.0,6.0,3.0,9.0,17.0,5.0,3.0,0.0,1.0,0.0,0.0
Sivasspor,Ad. Demirspor,1,1,D,1.0,0.0,H,5.0,12.0,2.0,3.0,19.0,11.0,4.0,4.0,6.0,2.0,1.0,1.0
Fenerbahce,Alanyaspor,1,2,A,0.0,0.0,D,20.0,3.0,5.0,2.0,18.0,5.0,9.0,4.0,2.0,1.0,0.0,0.0
Besiktas,Galatasaray,2,1,H,1.0,1.0,D,10.0,12.0,3.0,4.0,17.0,19.0,5.0,5.0,3.0,2.0,0.0,0.0
Trabzonspor,Rizespor,2,1,H,1.0,1.0,D,12.0,13.0,4.0,4.0,9.0,14.0,9.0,4.0,3.0,5.0,0.0,0.0
