HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
St Mirren,Rangers,1,1,D,0,0,D,10,14,3,4,13,11,6,5,2,1,0,0
Celtic,Ross County,2,1,H,0,0,D,22,2,7,2,14,5,9,0,1,4,0,0
Hearts,Livingston,1,1,D,0,0,D,15,18,6,7,9,10,11,6,1,1,1,0
Kilmarnock,Hibernian,1,0,H,0,0,D,6,15,1,1,12,13,0,5,2,3,0,0
St Johnstone,Motherwell,1,1,D,1,1,D,10,12,3,3,11,20,8,4,2,4,0,0
Aberdeen,Dundee United,1,0,H,1,0,H,9,6,2,2,11,12,3,3,1,0,0,0
Rangers,Hibernian,3,2,H,1,2,A,22,8,9,5,10,10,8,4,1,3,0,0
Aberdeen,Celtic,0,1,A,0,0,D,2,33,0,10,8,8,0,7,1,0,0,0
Hearts,Kilmarnock,3,1,H,2,0,H,13,14,5,5,17,17,7,2,1,1,0,0
Ross County,St Johnstone,1,2,A,1,0,H,3,21,1,7,9,8,0,6,1,1,1,0
Aberdeen,Rangers,2,3,A,1,1,D,8,14,2,8,8,13,3,5,5,5,0,0
Celtic,Livingston,2,1,H,2,1,H,23,3,10,2,10,8,10,1,2,3,0,0
Ross County,Rangers,0,1,A,0,1,A,6,17,1,6,17,6,0,4,2,1,0,0
Motherwell,Kilmarnock,2,2,D,1,0,H,15,3,4,2,15,12,13,1,2,0,0,1
Celtic,St Johnstone,4,1,H,3,0,H,20,7,10,3,12,4,9,1,2,1,1,0
St Mirren,Aberdeen,3,1,H,1,1,D,16,11,4,5,16,8,8,5,4,1,0,1
Dundee United,Hearts,2,2,D,1,1,D,11,14,6,3,15,8,6,9,4,2,0,0
Hibernian,Livingston,4,0,H,3,0,H,27,8,11,3,13,14,9,1,2,4,0,1
Dundee United,Ross County,3,0,H,1,0,H,11,8,6,0,12,10,3,2,2,0,0,1
Kilmarnock,Aberdeen,2,1,H,2,0,H,17,9,4,2,12,11,2,6,2,2,0,0
Livingston,St Mirren,1,1,D,0,0,D,8,16,3,4,8,17,4,5,1,2,1,1
Rangers,Motherwell,3,0,H,2,0,H,19,6,10,2,8,14,7,7,2,3,0,0
St Johnstone,Hearts,2,3,A,0,2,A,15,16,3,3,14,7,4,11,4,1,0,0
Hibernian,Celtic,0,4,A,0,2,A,6,20,1,7,9,7,5,14,0,0,0,0
Rangers,Celtic,2,2,D,0,1,A,15,8,5,2,11,13,5,4,1,1,0,0
Aberdeen,Ross County,0,0,D,0,0,D,22,7,6,1,5,12,11,1,0,4,0,0
Hearts,Hibernian,3,0,H,2,0,H,9,14,5,4,10,14,3,4,2,3,0,0
Kilmarnock,St Mirren,0,0,D,0,0,D,12,6,3,0,8,11,6,4,2,3,0,1
Livingston,Motherwell,1,1,D,1,1,D,11,16,6,5,8,15,5,4,3,2,0,0
St Johnstone,Dundee United,0,1,A,0,0,D,8,10,2,2,13,8,3,2,3,1,0,0
Aberdeen,St Johnstone,2,0,H,0,0,D,16,10,7,1,12,11,9,2,0,3,0,0
Celtic,Kilmarnock,2,0,H,1,0,H,24,2,10,0,9,11,4,3,0,0,0,0
Ross County,Livingston,0,2,A,0,0,D,10,12,2,5,8,7,4,4,0,1,0,0
St Mirren,Hearts,1,1,D,1,0,H,13,10,5,3,18,7,3,4,2,2,1,0
Motherwell,Hibernian,2,3,A,0,1,A,13,10,3,4,12,9,5,2,2,1,0,0
Dundee United,Rangers,0,2,A,0,0,D,6,20,1,10,4,2,1,7,1,0,0,0
Hearts,St Mirren,1,0,H,1,0,H,12,19,3,4,8,13,5,5,2,4,0,0
Hibernian,Dundee United,2,2,D,1,2,A,16,12,6,4,10,8,3,6,2,3,0,0
Motherwell,Ross County,1,1,D,0,0,D,11,12,3,5,15,9,7,3,2,3,0,0
St Johnstone,Livingston,2,4,A,0,3,A,15,11,5,5,13,10,5,3,1,1,0,0
Celtic,St Mirren,4,0,H,2,0,H,17,9,6,3,5,5,8,2,0,0,0,0
Hearts,Aberdeen,5,0,H,4,0,H,12,9,6,2,18,15,3,8,1,1,0,0
Kilmarnock,Rangers,2,3,A,1,1,D,10,13,5,7,12,15,3,4,1,2,1,0
Hibernian,Aberdeen,6,0,H,3,0,H,12,11,8,0,17,12,6,9,2,3,0,1
Rangers,St Johnstone,2,0,H,1,0,H,20,4,11,1,16,11,9,3,3,3,0,1
Ross County,Kilmarnock,3,0,H,1,0,H,10,18,5,3,19,12,0,5,1,1,0,0
St Mirren,Motherwell,1,0,H,1,0,H,9,8,2,2,14,11,6,5,3,2,0,0
Livingston,Hearts,0,0,D,0,0,D,5,8,4,5,16,15,1,5,0,2,0,0
Dundee United,Celtic,0,2,A,0,0,D,4,18,2,6,7,12,1,3,2,0,0,0
Ross County,Hibernian,1,1,D,0,1,A,11,12,2,3,10,11,3,3,3,4,0,0
Aberdeen,St Mirren,1,3,A,0,0,D,6,22,2,6,11,11,2,11,4,2,1,0
Celtic,Livingston,3,0,H,3,0,H,15,6,5,0,11,5,8,0,1,1,0,0
Hearts,Rangers,0,3,A,0,2,A,6,20,2,9,7,11,1,7,3,3,0,0
Kilmarnock,Dundee United,1,0,H,1,0,H,26,7,5,3,9,8,7,2,1,3,0,0
Motherwell,St Johnstone,0,2,A,0,1,A,5,12,1,4,15,10,1,3,2,1,0,0
Aberdeen,Motherwell,3,1,H,1,0,H,12,4,7,1,9,18,9,2,4,3,0,0
Hearts,Dundee United,3,1,H,0,1,A,19,10,7,2,13,11,10,3,3,2,1,1
Livingston,Kilmarnock,3,1,H,3,0,H,12,9,7,3,16,13,5,5,2,2,0,0
Rangers,Ross County,2,1,H,1,0,H,26,10,7,3,8,9,4,6,4,2,0,0
St Mirren,Hibernian,0,1,A,0,0,D,8,9,3,3,13,6,5,4,1,2,0,0
St Johnstone,Celtic,1,4,A,1,3,A,6,12,2,4,5,11,3,4,2,2,1,0
Motherwell,St Mirren,2,1,H,2,1,H,7,10,4,4,7,20,3,2,2,4,0,0
Celtic,Aberdeen,4,0,H,2,0,H,20,5,10,0,13,6,8,0,0,0,0,0
Dundee United,St Johnstone,1,2,A,0,1,A,19,9,4,5,7,12,11,6,2,2,0,0
Hibernian,Kilmarnock,2,0,H,1,0,H,20,9,11,3,12,7,8,4,1,0,0,1
Livingston,Rangers,0,3,A,0,1,A,6,13,1,8,15,8,2,9,2,1,1,0
St Mirren,Ross County,1,0,H,1,0,H,19,10,5,2,8,9,10,8,0,1,0,1
Motherwell,Hearts,2,0,H,1,0,H,13,13,3,3,14,8,5,9,1,1,0,0
Aberdeen,Livingston,1,0,H,1,0,H,12,6,2,1,11,11,8,8,0,3,0,0
Kilmarnock,Motherwell,1,1,D,1,0,H,8,13,3,7,17,15,4,6,3,3,0,0
Ross County,Dundee United,4,0,H,2,0,H,22,9,11,3,11,10,3,2,2,2,0,0
St Johnstone,St Mirren,1,1,D,0,0,D,7,21,2,5,8,8,5,2,1,0,1,0
Hearts,St Johnstone,3,0,H,1,0,H,12,15,7,5,7,8,8,7,0,0,0,0
Livingston,Hibernian,1,4,A,1,2,A,9,12,1,7,10,15,4,3,3,3,1,0
Rangers,Kilmarnock,3,1,H,3,0,H,21,3,8,2,19,13,7,4,1,2,0,0
Ross County,Motherwell,0,2,A,0,0,D,17,13,6,3,14,10,9,4,0,2,1,0
Dundee United,Aberdeen,1,3,A,0,0,D,24,9,6,4,10,5,10,5,2,3,0,0
St Mirren,Celtic,1,5,A,1,0,H,1,16,1,8,14,7,0,6,1,0,1,0
Celtic,Hearts,3,1,H,1,1,D,11,5,3,3,6,9,7,3,0,2,0,0
Hibernian,Rangers,1,4,A,1,2,A,4,31,1,11,15,5,3,7,2,0,0,0
Livingston,Dundee United,1,1,D,1,0,H,17,6,4,1,10,16,4,6,1,6,0,0
Motherwell,Rangers,2,4,A,1,1,D,3,28,2,10,9,12,1,3,1,1,1,0
Aberdeen,Hearts,3,0,H,3,0,H,22,8,6,0,12,10,7,7,3,3,0,0
Celtic,Hibernian,3,1,H,0,1,A,35,3,9,1,6,7,15,0,1,3,0,1
Dundee United,St Mirren,1,1,D,1,0,H,11,16,2,3,11,9,1,4,1,1,0,0
Kilmarnock,St Johnstone,1,1,D,1,0,H,14,9,4,2,10,21,9,5,3,5,0,0
Livingston,Ross County,2,1,H,2,0,H,13,11,7,1,8,17,8,6,3,1,0,0
Hibernian,Motherwell,1,3,A,0,1,A,11,17,3,5,12,7,6,5,3,1,0,0
Kilmarnock,Hearts,2,1,H,2,1,H,17,10,4,3,12,15,2,5,2,2,1,0
Rangers,Dundee United,2,0,H,1,0,H,28,9,7,4,11,8,10,2,1,1,0,0
St Johnstone,Aberdeen,0,1,A,0,1,A,14,12,6,3,6,8,7,7,3,2,1,1
St Mirren,Livingston,3,0,H,3,0,H,15,13,7,3,11,11,4,9,1,3,0,0
Ross County,Celtic,0,2,A,0,1,A,8,28,2,9,7,6,2,9,0,0,0,0
Celtic,Rangers,3,2,H,1,1,D,9,8,7,3,19,12,4,3,4,2,0,0
Aberdeen,Kilmarnock,2,0,H,1,0,H,13,16,3,2,12,5,5,8,1,1,0,0
Hearts,St Mirren,0,2,A,0,0,D,16,15,2,3,11,15,6,8,2,3,1,0
Motherwell,Livingston,3,0,H,3,0,H,11,11,6,2,16,6,4,2,1,1,0,0
St Johnstone,Ross County,0,2,A,0,1,A,15,13,2,4,16,17,7,5,2,3,0,0
Dundee United,Hibernian,2,1,H,1,0,H,10,14,3,3,10,15,0,4,0,2,0,0
Ross County,Aberdeen,0,1,A,0,1,A,14,11,4,1,8,12,10,2,1,2,0,1
Hibernian,Hearts,1,0,H,0,0,D,11,11,3,4,14,8,5,7,6,4,0,0
Livingston,St Johnstone,2,0,H,2,0,H,12,11,5,2,19,16,2,3,2,1,0,0
Motherwell,Dundee United,1,2,A,1,0,H,22,10,8,6,11,9,6,6,3,4,0,0
Rangers,St Mirren,5,2,H,1,1,D,23,5,11,4,9,14,6,4,2,1,0,0
Kilmarnock,Celtic,1,4,A,1,4,A,14,16,5,6,13,15,4,5,0,2,0,0
Hearts,Ross County,6,1,H,4,0,H,30,7,12,1,7,10,8,5,1,3,0,0
Celtic,Motherwell,1,1,D,1,0,H,16,6,5,3,7,7,13,3,1,3,0,0
Dundee United,Livingston,2,0,H,1,0,H,7,8,3,1,15,10,6,3,3,2,0,0
St Johnstone,Hibernian,1,1,D,1,1,D,14,6,7,3,11,12,8,1,2,2,0,1
St Mirren,Kilmarnock,0,2,A,0,2,A,6,16,1,6,12,11,5,1,1,1,1,0
Aberdeen,Rangers,2,0,H,0,0,D,11,20,4,3,17,7,3,7,2,1,0,0
Hibernian,St Mirren,2,1,H,2,0,H,13,13,6,4,11,11,3,5,2,1,0,0
Motherwell,Kilmarnock,2,0,H,1,0,H,17,8,6,1,15,12,8,1,2,2,0,0
Ross County,Livingston,2,0,H,1,0,H,6,10,2,0,15,7,5,3,2,2,0,1
St Johnstone,Dundee United,1,0,H,1,0,H,17,12,6,2,15,16,9,2,2,3,0,1
Hearts,Celtic,0,2,A,0,0,D,7,12,0,3,9,10,6,5,0,1,1,0
Rangers,Aberdeen,1,0,H,0,0,D,19,11,7,4,4,8,12,6,1,2,0,0
Rangers,Celtic,3,0,H,2,0,H,16,8,8,1,15,4,5,5,1,1,0,0
Aberdeen,Hibernian,0,0,D,0,0,D,8,17,2,5,10,17,3,8,2,5,0,0
Dundee United,Ross County,1,3,A,1,1,D,16,10,7,8,12,16,6,5,2,5,0,0
Kilmarnock,Livingston,2,0,H,0,0,D,11,7,6,2,17,17,2,5,1,3,0,0
St Johnstone,Motherwell,0,2,A,0,0,D,11,8,1,4,8,14,6,4,0,1,0,0
St Mirren,Hearts,2,2,D,2,0,H,13,11,7,6,19,13,7,4,2,4,0,1
Hearts,Aberdeen,2,1,H,1,1,D,30,9,8,4,6,15,5,2,1,4,0,0
Celtic,St Mirren,2,2,D,1,2,A,21,10,6,2,4,9,14,2,0,0,0,0
Kilmarnock,St Johnstone,0,1,A,0,1,A,10,17,1,7,10,11,3,8,1,3,1,0
Livingston,Dundee United,2,1,H,1,1,D,14,17,7,4,16,11,1,12,2,1,0,1
Motherwell,Ross County,1,0,H,0,0,D,16,6,6,1,15,14,4,4,3,0,0,1
Hibernian,Rangers,1,3,A,0,1,A,14,20,2,7,17,13,7,5,2,1,0,0
Aberdeen,St Mirren,3,0,H,2,0,H,15,6,6,4,13,14,2,2,0,1,0,1
Dundee United,Kilmarnock,0,3,A,0,2,A,10,11,2,4,15,16,3,5,1,1,0,0
Hibernian,Celtic,4,2,H,0,1,A,15,18,8,4,10,7,8,10,2,1,0,1
Livingston,Motherwell,1,1,D,0,1,A,8,6,2,1,7,12,1,11,2,1,1,0
Rangers,Hearts,2,2,D,1,1,D,19,8,8,3,10,13,9,2,3,4,0,0
Ross County,St Johnstone,3,3,D,0,1,A,14,11,8,5,15,15,6,4,2,0,0,0
Celtic,Aberdeen,5,0,H,2,0,H,20,0,8,0,9,8,10,2,1,2,0,0
Hearts,Hibernian,1,1,D,1,1,D,3,17,1,6,12,15,4,9,3,5,1,0
St Mirren,Rangers,0,3,A,0,1,A,8,9,1,3,10,11,5,3,2,1,0,0
Kilmarnock,Ross County,3,1,H,1,0,H,10,7,4,1,8,15,5,3,4,1,0,0
Motherwell,Dundee United,3,2,H,1,1,D,23,10,6,7,17,6,9,0,2,0,0,0
St Johnstone,Livingston,2,0,H,1,0,H,9,9,3,4,9,11,4,2,0,3,0,0
Rangers,Livingston,3,0,H,1,0,H,18,2,8,0,8,14,7,1,0,5,0,0
Dundee,St Mirren,2,2,D,1,1,D,11,14,4,5,13,14,8,11,2,2,1,0
Ross County,St Johnstone,0,0,D,0,0,D,4,10,0,2,19,14,0,4,4,1,0,0
Hearts,Celtic,2,1,H,1,0,H,11,19,4,7,4,11,6,5,0,0,0,0
Aberdeen,Dundee United,2,0,H,1,0,H,7,5,3,1,12,17,5,4,1,3,0,0
Motherwell,Hibernian,2,3,A,2,1,H,9,14,5,5,21,11,2,4,5,3,0,0
Dundee United,Rangers,1,0,H,0,0,D,9,14,2,2,11,8,5,8,4,1,0,0
St Mirren,Hearts,1,2,A,0,1,A,10,11,3,4,11,11,4,0,1,2,1,0
Celtic,Dundee,6,0,H,2,0,H,31,3,15,0,11,12,11,3,0,1,0,1
Hibernian,Ross County,3,0,H,3,0,H,18,8,6,0,7,11,11,4,0,2,0,0
Livingston,Aberdeen,1,2,A,1,0,H,13,11,5,3,21,12,6,2,5,0,0,0
St Johnstone,Motherwell,1,1,D,1,0,H,12,10,4,5,12,10,8,6,2,2,0,0
Celtic,St Mirren,6,0,H,4,0,H,37,3,12,1,18,10,15,0,1,2,0,1
Livingston,Motherwell,1,2,A,1,0,H,13,15,3,6,14,13,4,8,1,1,0,0
Dundee,Hibernian,2,2,D,1,1,D,11,15,8,7,13,16,4,6,5,3,0,0
Hearts,Aberdeen,1,1,D,0,0,D,7,6,2,4,16,12,3,3,3,2,0,0
Ross County,Rangers,2,4,A,1,2,A,9,21,5,11,9,8,2,11,2,2,0,0
St Johnstone,Dundee United,0,1,A,0,0,D,15,9,2,5,12,20,7,4,1,2,0,1
Dundee United,Hearts,0,2,A,0,1,A,8,11,7,3,15,11,5,4,2,2,0,0
Hibernian,Livingston,2,0,H,0,0,D,15,7,3,0,12,12,3,5,0,1,0,0
Motherwell,Dundee,1,0,H,1,0,H,4,15,3,2,18,14,3,4,2,1,1,0
Rangers,Celtic,1,0,H,0,0,D,15,10,4,3,9,12,4,4,0,2,0,0
Aberdeen,Ross County,1,1,D,0,1,A,23,8,5,5,11,17,12,7,2,3,0,0
St Mirren,St Johnstone,0,0,D,0,0,D,10,15,3,6,14,16,2,4,1,3,1,0
St Johnstone,Rangers,1,2,A,0,0,D,5,10,1,4,14,11,6,7,3,3,0,0
Celtic,Ross County,3,0,H,0,0,D,21,5,8,2,9,8,7,0,0,1,0,0
Dundee,Livingston,0,0,D,0,0,D,21,12,8,4,12,19,9,8,1,4,0,0
Motherwell,Aberdeen,2,0,H,1,0,H,6,20,2,7,21,15,1,6,5,4,0,0
St Mirren,Dundee United,0,0,D,0,0,D,15,9,1,3,13,10,6,3,2,1,0,0
Hearts,Hibernian,0,0,D,0,0,D,16,14,4,6,14,10,11,4,1,1,0,0
Aberdeen,St Johnstone,0,1,A,0,0,D,10,9,3,1,14,12,6,3,1,3,0,0
Hibernian,St Mirren,2,2,D,0,1,A,16,12,2,4,7,11,8,6,1,1,0,0
Ross County,Hearts,2,2,D,2,1,H,8,17,4,5,15,8,3,9,2,1,0,0
Dundee United,Dundee,1,0,H,0,0,D,16,10,6,3,20,14,4,3,4,2,0,0
Livingston,Celtic,1,0,H,1,0,H,7,16,4,5,12,13,3,10,3,2,0,0
Rangers,Motherwell,1,1,D,1,0,H,24,5,7,1,16,9,13,3,1,3,0,0
Dundee,Rangers,0,1,A,0,1,A,14,19,6,3,9,8,5,9,1,3,0,0
Hearts,Livingston,3,0,H,2,0,H,14,3,6,1,7,22,4,1,0,3,0,0
Motherwell,Ross County,2,1,H,1,1,D,12,18,5,6,16,18,0,3,3,4,0,0
St Mirren,Aberdeen,3,2,H,1,2,A,13,13,4,3,9,22,8,3,1,4,0,1
Celtic,Dundee United,1,1,D,1,1,D,22,12,7,4,12,5,9,2,0,2,0,0
Hibernian,St Johnstone,1,0,H,0,0,D,16,6,7,3,10,11,9,5,4,2,0,1
Dundee United,Ross County,1,0,H,1,0,H,13,13,4,5,8,9,8,5,2,1,0,0
Hearts,Motherwell,2,0,H,2,0,H,10,20,5,7,14,16,7,8,3,3,0,0
Livingston,St Mirren,0,1,A,0,1,A,13,7,6,4,12,11,8,1,2,0,0,0
St Johnstone,Dundee,3,1,H,2,0,H,11,8,5,3,14,14,3,4,3,1,0,0
Aberdeen,Celtic,1,2,A,0,1,A,11,7,5,2,10,27,6,8,0,3,0,0
Rangers,Hibernian,2,1,H,0,1,A,20,4,3,1,16,11,12,1,3,3,0,1
Hibernian,Dundee United,0,3,A,0,1,A,8,9,3,6,13,16,6,8,1,2,0,0
Motherwell,Celtic,0,2,A,0,1,A,5,18,0,7,14,12,4,8,1,1,0,0
Rangers,Hearts,1,1,D,1,0,H,27,5,10,4,11,12,6,4,4,4,0,0
Ross County,St Mirren,2,3,A,1,3,A,20,14,5,4,5,14,5,3,1,1,0,0
St Johnstone,Livingston,0,3,A,0,2,A,16,11,2,4,6,13,12,2,2,3,0,0
Dundee,Aberdeen,2,1,H,0,0,D,9,17,3,7,13,10,3,8,4,3,0,0
Aberdeen,Hibernian,1,0,H,1,0,H,6,5,2,0,16,13,0,4,4,2,0,1
Celtic,St Johnstone,2,0,H,1,0,H,20,4,5,0,6,10,7,3,1,5,0,0
Dundee United,Motherwell,2,1,H,1,0,H,10,11,4,5,17,14,4,11,2,4,0,0
Hearts,Dundee,1,1,D,1,0,H,21,6,4,3,12,15,5,3,2,5,0,0
Ross County,Livingston,2,3,A,1,2,A,12,6,5,3,8,17,7,0,1,3,0,0
St Mirren,Rangers,1,2,A,1,2,A,4,19,2,7,11,11,4,7,1,2,0,0
Dundee,Ross County,0,5,A,0,4,A,7,14,3,7,11,13,6,6,2,2,0,0
Hibernian,Celtic,1,3,A,1,3,A,9,19,4,8,15,9,4,8,2,1,0,0
Livingston,Dundee United,1,1,D,1,1,D,9,15,1,3,6,13,4,4,1,4,1,0
Motherwell,St Mirren,2,2,D,0,0,D,8,23,4,10,13,14,4,8,1,2,0,0
Rangers,Aberdeen,2,2,D,1,2,A,19,6,4,3,12,14,14,2,1,4,0,0
St Johnstone,Hearts,1,1,D,1,1,D,9,18,4,4,11,12,6,6,4,2,0,0
Aberdeen,Hearts,2,1,H,0,1,A,17,5,5,1,15,15,5,5,2,2,0,1
Celtic,Livingston,0,0,D,0,0,D,16,2,2,0,10,10,6,3,0,0,0,1
Dundee United,St Johnstone,0,1,A,0,1,A,19,6,7,2,7,11,8,3,1,1,0,0
St Mirren,Dundee,0,1,A,0,1,A,16,8,7,5,15,14,8,4,1,2,0,0
Motherwell,Rangers,1,6,A,1,2,A,3,30,2,12,12,10,2,12,1,0,1,0
Aberdeen,Motherwell,0,2,A,0,0,D,18,2,8,2,14,23,13,2,3,5,0,0
Hearts,Dundee United,5,2,H,2,1,H,22,12,12,6,8,13,8,6,0,3,0,0
St Johnstone,St Mirren,0,0,D,0,0,D,6,14,2,3,13,16,1,4,3,3,1,0
Dundee,Celtic,2,4,A,1,2,A,5,24,4,7,16,10,2,13,5,2,0,0
Rangers,Ross County,4,2,H,2,1,H,19,5,9,2,11,8,9,1,1,2,0,0
Dundee United,Aberdeen,1,0,H,0,0,D,8,12,2,4,7,13,4,3,1,1,1,1
Motherwell,Hearts,2,0,H,1,0,H,20,6,7,4,15,18,9,4,1,0,0,1
St Mirren,Livingston,1,1,D,0,0,D,11,9,4,5,13,16,7,3,1,0,0,0
Ross County,Hibernian,1,0,H,0,0,D,10,6,5,4,10,11,6,3,2,1,0,2
Dundee,Motherwell,3,0,H,2,0,H,12,10,6,3,17,20,5,4,3,3,0,0
Hearts,St Mirren,2,0,H,0,0,D,16,19,7,7,13,11,5,7,2,2,0,1
Ross County,Dundee United,1,1,D,0,0,D,9,8,5,4,11,12,5,2,1,2,1,0
St Johnstone,Hibernian,1,2,A,1,0,H,2,20,0,4,10,11,1,11,2,1,1,0
Livingston,Rangers,1,3,A,1,2,A,7,20,4,8,14,12,3,7,3,1,0,0
Celtic,Aberdeen,2,1,H,1,1,D,20,4,5,2,12,10,14,3,2,1,0,0
Motherwell,Dundee United,1,0,H,1,0,H,20,7,2,2,18,17,3,5,2,2,1,0
Aberdeen,Livingston,2,0,H,1,0,H,18,3,6,0,10,17,4,1,0,0,0,1
Dundee,St Johnstone,1,0,H,1,0,H,20,10,4,2,9,14,6,5,0,1,0,0
Hibernian,Rangers,0,1,A,0,0,D,4,14,1,4,15,14,6,6,2,1,0,0
St Mirren,Ross County,0,0,D,0,0,D,27,12,11,7,11,16,13,3,5,4,0,0
Celtic,Hearts,1,0,H,1,0,H,25,9,5,2,12,9,13,6,1,0,0,0
Aberdeen,St Mirren,4,1,H,3,1,H,24,11,11,6,13,7,6,9,0,1,0,0
Hibernian,Motherwell,1,1,D,1,0,H,17,12,4,5,8,14,8,0,2,3,0,0
Rangers,Dundee,3,0,H,1,0,H,26,5,14,2,9,10,11,4,1,3,0,0
Dundee United,Celtic,0,3,A,0,2,A,6,24,2,10,9,6,1,12,1,1,0,0
Livingston,Hearts,0,1,A,0,0,D,14,11,6,4,12,13,2,3,3,4,0,0
Livingston,Hibernian,1,0,H,1,0,H,10,15,4,3,6,11,4,5,3,1,0,2
Dundee United,Livingston,0,1,A,0,0,D,16,9,3,2,13,15,3,1,3,3,0,0
Ross County,Dundee,3,2,H,1,2,A,7,14,5,5,13,15,4,6,1,3,0,0
St Johnstone,Aberdeen,0,1,A,0,0,D,8,14,3,5,12,7,4,4,3,3,0,0
St Mirren,Hibernian,1,1,D,0,0,D,7,10,3,5,10,19,4,5,4,4,0,0
Hearts,Rangers,0,2,A,0,2,A,16,12,8,6,15,10,10,5,4,5,1,0
Celtic,Motherwell,1,0,H,1,0,H,26,9,7,1,10,14,10,2,0,2,0,0
Hibernian,Dundee,1,0,H,1,0,H,11,4,3,1,13,17,5,2,0,1,0,1
Rangers,St Johnstone,2,0,H,1,0,H,27,5,8,1,7,11,7,3,1,3,0,0
Ross County,Celtic,1,2,A,0,1,A,7,25,2,8,13,9,4,7,3,1,0,1
Dundee,Hearts,0,1,A,0,0,D,4,13,1,1,23,10,3,9,4,2,0,0
Livingston,Ross County,1,1,D,0,1,A,14,13,2,4,13,14,7,4,2,4,0,0
Motherwell,St Johnstone,2,0,H,1,0,H,7,9,2,1,12,12,7,4,1,0,0,0
Rangers,Dundee United,1,0,H,0,0,D,16,5,5,1,9,10,6,2,1,3,0,0
Hibernian,Aberdeen,1,0,H,0,0,D,6,10,3,2,15,13,4,5,2,2,0,0
St Johnstone,Ross County,1,2,A,1,1,D,9,20,3,4,10,12,4,6,3,2,0,0
St Mirren,Celtic,0,0,D,0,0,D,4,31,1,8,8,12,3,16,2,2,0,0
St Johnstone,Celtic,1,3,A,0,2,A,5,25,1,10,11,9,3,9,2,1,0,0
Aberdeen,Dundee,2,1,H,1,1,D,19,2,3,2,8,19,9,2,0,3,0,0
Dundee United,Hibernian,1,3,A,0,1,A,8,17,3,5,5,9,6,6,2,2,0,0
Hearts,Ross County,2,1,H,2,0,H,17,13,5,5,12,12,5,5,1,3,0,0
Motherwell,Livingston,2,1,H,1,0,H,11,8,5,4,13,15,5,1,0,3,0,0
Rangers,St Mirren,2,0,H,2,0,H,25,1,7,0,14,5,7,1,1,2,0,0
Celtic,Hibernian,2,0,H,2,0,H,21,5,5,0,14,9,8,1,1,2,0,0
Aberdeen,Rangers,1,1,D,0,1,A,15,7,3,4,7,21,6,4,4,3,0,1
Dundee United,St Mirren,1,2,A,0,1,A,16,11,4,3,17,10,8,8,3,1,0,0
Hearts,St Johnstone,2,0,H,0,0,D,16,14,8,6,9,11,4,2,2,3,0,0
Livingston,Dundee,2,0,H,0,0,D,13,9,5,4,10,12,4,9,3,3,0,0
Ross County,Motherwell,3,1,H,1,0,H,5,13,2,3,14,9,5,6,1,2,1,0
St Mirren,Aberdeen,1,0,H,0,0,D,4,11,1,0,8,13,4,4,1,1,0,0
Dundee United,Ross County,2,1,H,0,0,D,24,16,5,5,10,14,6,6,1,4,0,0
Hearts,Celtic,1,2,A,0,2,A,8,20,1,8,14,12,4,10,3,3,0,0
Motherwell,Hibernian,0,0,D,0,0,D,9,4,2,0,14,14,4,5,2,2,1,0
Rangers,Livingston,1,0,H,0,0,D,18,6,6,2,11,9,10,4,1,2,0,0
St Johnstone,Dundee,0,0,D,0,0,D,9,10,4,2,14,12,8,2,1,1,0,0
Ross County,Rangers,3,3,D,2,1,H,6,26,4,12,10,7,4,8,3,0,0,0
Celtic,Dundee United,1,0,H,0,0,D,21,7,8,0,10,7,14,2,1,2,1,0
Hearts,Motherwell,2,0,H,1,0,H,11,8,5,2,12,16,5,2,1,2,0,0
Hibernian,Livingston,2,3,A,2,1,H,11,19,5,9,11,8,4,4,1,1,0,0
Dundee,Dundee United,0,0,D,0,0,D,12,11,5,0,16,14,11,6,1,0,0,0
Hibernian,Hearts,0,0,D,0,0,D,11,12,2,4,13,13,3,5,2,3,0,0
Livingston,St Johnstone,1,2,A,1,1,D,13,10,2,5,13,14,4,6,3,2,1,0
Ross County,Aberdeen,1,1,D,0,0,D,5,19,2,7,22,21,2,5,5,3,0,0
St Mirren,Motherwell,1,1,D,0,0,D,7,14,3,7,7,15,6,1,0,1,0,0
Celtic,Rangers,3,0,H,3,0,H,11,9,7,2,14,10,10,2,2,3,0,0
Dundee,Ross County,1,2,A,1,1,D,11,10,3,6,17,10,7,6,2,4,1,0
Hibernian,St Mirren,0,1,A,0,0,D,17,9,6,4,11,12,8,2,2,1,0,0
Livingston,Aberdeen,2,1,H,1,0,H,8,14,4,6,24,10,7,5,6,4,1,0
St Johnstone,Dundee United,0,0,D,0,0,D,7,14,2,3,8,9,7,13,1,2,1,0
Motherwell,Celtic,0,4,A,0,3,A,7,18,1,10,17,13,4,10,3,1,0,0
Rangers,Hearts,5,0,H,1,0,H,22,9,11,3,12,12,4,3,2,2,0,0
Aberdeen,Celtic,2,3,A,0,2,A,8,12,4,5,11,17,1,3,2,1,0,0
Dundee United,Motherwell,2,0,H,1,0,H,8,17,2,2,14,15,3,5,0,2,0,0
Hearts,Dundee,1,2,A,1,0,H,17,12,9,3,9,9,9,4,0,3,0,0
