HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Udinese,Roma,0,1,A,0,0,D,9,8,5,3,15,10,4,1,1,0,0,0
Atalanta,Cagliari,5,2,H,4,1,H,19,7,14,3,11,9,3,9,0,0,0,0
Benevento,Bologna,1,0,H,0,0,D,6,13,3,7,13,15,4,10,2,1,0,0
Lazio,Inter,1,1,D,0,1,A,11,10,5,4,14,13,7,8,3,4,1,1
Parma,Verona,1,0,H,1,0,H,7,8,5,5,11,19,7,6,1,1,0,0
Milan,Spezia,3,0,H,0,0,D,10,3,5,2,14,19,4,6,1,2,0,0
Napoli,Atalanta,4,1,H,4,0,H,18,11,14,3,12,23,6,2,1,3,0,0
Inter,Milan,1,2,A,1,2,A,12,8,6,4,18,11,3,5,3,4,0,0
Sampdoria,Lazio,3,0,H,2,0,H,11,8,8,1,12,10,3,3,2,2,0,0
Crotone,Juventus,1,1,D,1,1,D,9,8,3,3,17,14,3,4,3,3,0,1
Bologna,Sassuolo,3,4,A,2,1,H,11,20,7,12,20,12,7,11,2,2,0,0
Spezia,Fiorentina,2,2,D,1,2,A,6,7,2,6,15,18,5,5,2,2,0,0
Torino,Cagliari,2,3,A,1,2,A,10,9,6,7,14,16,2,4,2,3,1,0
Udinese,Parma,3,2,H,1,1,D,9,7,4,3,12,11,11,2,3,2,0,0
Roma,Benevento,5,2,H,2,1,H,16,8,10,4,17,7,6,4,3,2,0,0
Verona,Genoa,0,0,D,0,0,D,18,5,12,2,14,15,14,2,1,4,0,0
Sassuolo,Torino,3,3,D,0,1,A,13,14,9,12,10,12,6,8,2,2,0,0
Atalanta,Sampdoria,1,3,A,0,1,A,10,5,5,4,11,18,3,1,3,4,0,0
Genoa,Inter,0,2,A,0,0,D,1,10,0,6,11,17,1,9,1,1,0,0
Lazio,Bologna,2,1,H,0,0,D,6,16,4,6,14,15,8,9,3,3,0,0
Cagliari,Crotone,4,2,H,3,2,H,15,11,8,6,13,13,5,1,2,4,0,1
Benevento,Napoli,1,2,A,1,0,H,6,14,3,8,18,13,3,15,3,1,0,0
Parma,Spezia,2,2,D,1,2,A,15,13,7,9,12,22,12,3,3,2,0,0
Fiorentina,Udinese,3,2,H,2,1,H,4,11,3,6,16,14,2,7,1,3,0,0
