HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Vitesse,Waalwijk,0,2,A,0,1,A,16,18,2,9,9,9,8,6,1,5,1,0
For Sittard,Volendam,3,1,H,0,1,A,27,7,11,2,9,6,15,3,1,0,0,0
PSV Eindhoven,Nijmegen,4,0,H,2,0,H,28,3,11,0,11,11,8,3,1,2,0,0
Heracles,Utrecht,1,3,A,0,2,A,11,11,1,7,12,13,4,4,3,3,0,0
Zwolle,Go Ahead Eagles,1,1,D,0,0,D,27,9,11,2,9,6,11,4,1,4,0,1
Excelsior,Almere City,0,0,D,0,0,D,14,16,2,3,7,13,4,5,2,3,0,0
Twente,Ajax,3,1,H,2,1,H,24,11,9,2,13,9,5,9,1,2,0,0
AZ Alkmaar,Sparta Rotterdam,2,0,H,2,0,H,18,10,7,3,8,5,9,4,0,3,0,0
Go Ahead Eagles,For Sittard,3,0,H,1,0,H,20,21,9,2,2,14,2,5,0,4,0,0
Volendam,Heracles,2,2,D,0,0,D,16,15,6,5,14,14,5,7,1,1,0,0
Nijmegen,Utrecht,3,0,H,2,0,H,9,17,5,4,8,11,4,4,1,2,0,0
Almere City,PSV Eindhoven,0,4,A,0,2,A,9,20,2,9,15,6,5,8,1,1,0,0
Heerenveen,Excelsior,0,3,A,0,2,A,9,7,2,4,10,11,3,2,4,2,0,0
Sparta Rotterdam,Vitesse,1,0,H,1,0,H,17,6,5,0,13,19,5,3,1,2,0,0
Waalwijk,Twente,1,0,H,0,0,D,9,7,3,2,12,13,1,6,1,1,0,0
Zwolle,AZ Alkmaar,0,3,A,0,1,A,7,15,3,5,13,8,2,6,3,3,0,0
Ajax,Feyenoord,0,4,A,0,3,A,9,14,2,7,15,14,4,0,3,2,0,0
PSV Eindhoven,Go Ahead Eagles,3,0,H,1,0,H,23,9,11,2,10,7,9,2,0,2,0,0
Twente,Vitesse,1,0,H,1,0,H,18,10,5,3,10,15,5,2,1,4,0,0
AZ Alkmaar,Heracles,1,1,D,1,0,H,21,4,7,2,9,8,16,0,1,2,0,0
Feyenoord,Go Ahead Eagles,3,1,H,1,0,H,29,7,9,3,10,11,11,0,1,2,0,0
PSV Eindhoven,Volendam,3,1,H,1,0,H,38,2,17,1,11,8,7,0,1,2,0,1
Utrecht,Almere City,0,2,A,0,0,D,11,17,2,5,18,15,4,6,4,4,1,0
Twente,Heerenveen,1,0,H,0,0,D,11,5,3,1,10,12,8,1,3,1,0,0
Nijmegen,Vitesse,1,3,A,1,1,D,9,10,5,5,9,18,6,5,2,5,0,0
Excelsior,Sparta Rotterdam,2,1,H,0,0,D,15,9,7,5,9,12,2,7,4,1,0,0
Heracles,Zwolle,2,1,H,0,0,D,13,13,6,5,8,12,2,2,1,3,0,0
AZ Alkmaar,For Sittard,4,0,H,1,0,H,12,8,7,1,14,12,1,3,1,3,0,0
Volendam,Utrecht,1,0,H,0,0,D,15,7,5,3,20,11,6,0,3,2,0,1
Heerenveen,Nijmegen,1,1,D,1,1,D,18,9,7,3,4,12,7,1,1,0,0,0
Almere City,Waalwijk,1,0,H,1,0,H,18,13,6,4,12,8,4,3,1,1,0,0
Go Ahead Eagles,Heracles,4,0,H,2,0,H,22,17,13,8,10,11,9,5,0,2,0,0
Vitesse,Excelsior,0,0,D,0,0,D,21,11,7,5,9,10,11,5,2,0,0,0
Zwolle,Feyenoord,0,2,A,0,1,A,4,13,1,5,11,6,3,4,1,0,0,0
Ajax,AZ Alkmaar,1,2,A,0,1,A,6,12,1,4,7,12,6,4,2,1,0,0
For Sittard,Twente,0,3,A,0,1,A,3,15,1,6,13,16,3,7,2,2,1,0
Sparta Rotterdam,PSV Eindhoven,0,4,A,0,0,D,8,30,3,11,12,14,1,8,3,1,0,0
PSV Eindhoven,For Sittard,3,1,H,1,0,H,18,2,6,1,8,5,10,1,0,1,0,0
Waalwijk,Volendam,2,1,H,1,0,H,10,11,4,3,6,10,3,4,3,2,0,0
Nijmegen,Almere City,1,1,D,0,1,A,12,14,4,2,11,19,6,5,2,2,1,0
AZ Alkmaar,Heerenveen,3,0,H,1,0,H,11,9,3,3,3,10,6,3,1,1,0,0
Feyenoord,Vitesse,4,0,H,2,0,H,23,4,8,1,9,6,9,2,0,1,0,0
Utrecht,Ajax,4,3,H,1,0,H,14,11,8,6,11,9,6,5,1,2,0,0
Excelsior,Zwolle,2,4,A,1,0,H,18,11,6,6,8,10,2,4,0,2,0,0
Heracles,Twente,2,2,D,0,2,A,16,17,3,5,21,14,6,6,1,4,0,0
Go Ahead Eagles,Sparta Rotterdam,0,0,D,0,0,D,16,15,6,6,4,10,3,6,0,0,0,0
Vitesse,Zwolle,1,1,D,0,1,A,29,5,12,2,7,12,18,2,0,1,0,0
Heerenveen,Heracles,3,0,H,2,0,H,18,9,9,3,11,9,10,4,2,2,0,0
Almere City,Go Ahead Eagles,0,0,D,0,0,D,12,9,1,3,19,7,6,5,1,0,0,0
Sparta Rotterdam,Waalwijk,2,0,H,0,0,D,15,11,4,3,7,7,8,4,2,1,1,0
For Sittard,Utrecht,0,0,D,0,0,D,12,12,6,3,7,5,5,5,1,1,0,0
Twente,Feyenoord,2,1,H,1,0,H,12,11,5,6,12,16,2,5,5,1,0,0
PSV Eindhoven,Ajax,5,2,H,1,2,A,26,16,9,7,9,8,5,5,1,2,0,0
Volendam,Excelsior,3,1,H,0,1,A,20,10,12,2,5,13,8,6,1,2,0,0
Ajax,Volendam,2,0,H,0,0,D,30,7,10,3,6,6,9,4,0,1,0,0
Heracles,PSV Eindhoven,0,6,A,0,2,A,7,34,1,11,9,7,1,7,1,0,1,0
Excelsior,AZ Alkmaar,1,1,D,0,0,D,15,11,5,4,11,9,3,7,2,3,0,0
Waalwijk,Feyenoord,1,2,A,1,1,D,5,27,1,12,6,5,2,10,0,2,1,0
Go Ahead Eagles,Vitesse,5,1,H,1,0,H,22,13,14,3,5,13,4,6,0,4,0,0
Utrecht,Twente,1,1,D,1,1,D,14,10,6,1,6,10,5,2,3,4,0,1
Nijmegen,Volendam,3,3,D,1,1,D,13,15,7,7,6,11,8,4,4,2,1,0
Zwolle,For Sittard,2,0,H,1,0,H,15,8,6,2,11,9,2,2,3,1,0,0
Ajax,Heerenveen,4,1,H,2,1,H,14,12,8,3,10,8,5,8,1,2,0,0
Sparta Rotterdam,Almere City,1,2,A,0,1,A,24,11,6,4,2,13,10,3,0,0,0,0
For Sittard,Heracles,4,1,H,4,0,H,15,7,8,3,10,10,9,7,0,4,0,0
Waalwijk,Go Ahead Eagles,0,1,A,0,1,A,19,9,5,2,8,5,7,0,1,0,0,0
Twente,Nijmegen,3,3,D,1,0,H,35,14,7,8,9,14,13,3,1,3,0,0
Vitesse,Heerenveen,1,3,A,1,1,D,9,19,5,7,10,3,4,7,2,1,1,0
PSV Eindhoven,Zwolle,4,0,H,2,0,H,21,3,6,2,8,7,12,0,0,2,0,0
Almere City,Ajax,2,2,D,0,0,D,13,22,5,13,12,10,4,6,5,2,0,0
Volendam,Sparta Rotterdam,1,4,A,1,2,A,17,16,1,7,4,10,3,5,0,1,0,0
Feyenoord,AZ Alkmaar,1,0,H,1,0,H,10,7,5,1,8,13,2,0,2,1,0,0
Utrecht,Excelsior,2,2,D,0,0,D,13,12,6,6,6,11,13,2,0,1,0,0
Excelsior,Feyenoord,2,4,A,1,1,D,13,20,3,9,5,9,2,5,1,1,0,0
Heerenveen,For Sittard,3,0,H,1,0,H,16,10,5,4,8,6,3,7,1,2,0,0
Twente,PSV Eindhoven,0,3,A,0,1,A,12,17,1,7,9,8,3,4,1,2,1,0
Ajax,Vitesse,5,0,H,2,0,H,19,9,12,4,9,5,7,4,1,2,0,0
Zwolle,Waalwijk,1,2,A,1,1,D,17,13,6,4,7,12,5,8,1,2,0,0
Almere City,Heracles,0,5,A,0,1,A,17,17,3,6,6,15,6,4,0,3,0,0
AZ Alkmaar,Volendam,3,0,H,1,0,H,19,7,8,1,6,8,5,4,0,0,0,0
Nijmegen,Go Ahead Eagles,1,1,D,0,0,D,15,13,5,4,9,11,4,10,0,3,0,0
Sparta Rotterdam,Utrecht,1,2,A,1,1,D,19,7,6,2,9,6,5,4,0,3,0,0
Heerenveen,Almere City,3,0,H,2,0,H,15,13,8,2,6,12,7,8,1,2,0,0
Volendam,Zwolle,0,5,A,0,0,D,9,20,3,10,5,4,6,5,2,0,0,0
For Sittard,Vitesse,3,1,H,2,0,H,15,8,11,4,16,14,5,4,1,3,0,1
Waalwijk,Excelsior,2,2,D,1,0,H,17,13,8,6,4,4,2,2,0,0,0,0
Heracles,Sparta Rotterdam,0,1,A,0,0,D,13,10,3,4,11,7,6,3,1,0,0,0
Feyenoord,PSV Eindhoven,1,2,A,0,0,D,14,14,3,7,10,13,10,5,1,3,0,0
Go Ahead Eagles,Twente,1,3,A,0,2,A,15,13,9,5,7,17,4,4,1,0,0,0
Nijmegen,Ajax,1,2,A,0,0,D,7,22,3,10,4,7,2,6,0,0,0,0
Utrecht,AZ Alkmaar,1,1,D,0,1,A,15,20,4,9,10,13,7,5,0,1,0,0
AZ Alkmaar,Nijmegen,1,2,A,0,2,A,26,4,4,2,4,6,13,1,0,1,0,0
Waalwijk,Ajax,2,3,A,1,2,A,10,16,2,6,12,9,8,9,2,0,0,0
PSV Eindhoven,Heerenveen,2,0,H,1,0,H,30,12,8,1,4,10,11,2,2,1,0,0
Feyenoord,Volendam,3,1,H,1,1,D,30,2,10,2,4,5,12,3,1,1,0,0
Twente,Excelsior,4,2,H,1,2,A,31,5,9,4,5,7,10,2,2,4,0,1
Ajax,Sparta Rotterdam,2,1,H,2,0,H,23,10,6,2,6,7,7,7,0,1,0,0
Zwolle,Nijmegen,1,3,A,0,1,A,16,17,3,9,12,3,1,6,1,0,0,0
AZ Alkmaar,Almere City,4,1,H,1,0,H,13,13,7,6,9,17,6,5,2,5,0,0
Go Ahead Eagles,Utrecht,0,2,A,0,2,A,22,12,7,3,8,7,11,1,0,0,0,0
For Sittard,Waalwijk,1,0,H,0,0,D,11,13,3,2,9,10,9,6,2,2,0,0
Vitesse,Heracles,2,0,H,1,0,H,12,12,2,3,12,7,3,5,2,1,0,0
Nijmegen,For Sittard,4,1,H,2,0,H,16,11,7,4,11,12,5,7,3,2,1,1
Utrecht,Waalwijk,1,1,D,1,1,D,17,12,6,4,13,13,10,4,0,4,0,0
Excelsior,Go Ahead Eagles,1,1,D,0,0,D,11,11,3,5,6,7,1,4,0,2,0,0
Heerenveen,Volendam,1,2,A,0,1,A,20,3,7,2,7,10,19,2,1,2,0,0
Almere City,Vitesse,5,0,H,2,0,H,11,7,7,4,16,16,6,2,0,0,0,0
Heracles,Feyenoord,0,4,A,0,2,A,2,26,0,12,12,10,3,10,3,0,0,0
Sparta Rotterdam,Twente,2,2,D,0,1,A,12,39,8,9,11,7,3,14,2,1,1,0
Ajax,Zwolle,2,2,D,1,0,H,16,11,5,4,5,10,5,0,1,3,0,0
AZ Alkmaar,PSV Eindhoven,0,4,A,0,3,A,1,23,0,8,11,12,1,5,2,0,0,0
Waalwijk,Heracles,1,2,A,0,1,A,18,9,8,2,13,8,7,4,1,1,0,0
For Sittard,Sparta Rotterdam,0,2,A,0,1,A,25,10,6,7,8,8,7,2,3,1,0,0
Twente,AZ Alkmaar,2,1,H,1,1,D,19,5,8,2,9,12,5,3,3,2,0,0
Zwolle,Heerenveen,2,2,D,0,1,A,13,20,5,10,13,10,4,6,1,2,0,0
PSV Eindhoven,Excelsior,3,1,H,2,0,H,27,8,15,3,2,3,12,2,0,0,0,0
Volendam,Almere City,0,1,A,0,1,A,5,10,2,2,11,12,5,4,1,1,0,0
Go Ahead Eagles,Ajax,2,3,A,1,2,A,24,17,12,6,7,10,6,4,0,2,0,0
Vitesse,Utrecht,0,0,D,0,0,D,12,20,6,4,11,12,1,14,1,1,0,0
Feyenoord,Nijmegen,2,2,D,2,1,H,25,2,5,2,8,13,9,0,2,2,0,0
Excelsior,Heerenveen,3,0,H,2,0,H,14,9,7,1,11,7,6,5,2,1,0,0
Nijmegen,Twente,1,0,H,0,0,D,23,11,8,2,7,11,6,5,0,1,0,1
Heracles,Volendam,1,1,D,0,1,A,16,10,8,2,8,8,9,3,1,0,0,0
AZ Alkmaar,Zwolle,2,2,D,0,0,D,19,8,8,5,8,5,11,3,2,0,0,0
Utrecht,PSV Eindhoven,1,1,D,0,1,A,17,13,4,5,15,5,7,3,2,1,0,0
Sparta Rotterdam,Go Ahead Eagles,0,2,A,0,1,A,20,7,4,3,11,14,5,1,0,3,0,0
Vitesse,Feyenoord,1,2,A,0,1,A,5,16,1,5,18,9,1,4,3,3,0,0
Ajax,Waalwijk,4,1,H,2,1,H,14,8,7,5,8,10,6,0,1,0,0,0
Almere City,For Sittard,0,0,D,0,0,D,4,11,1,2,9,13,3,2,2,1,0,0
Zwolle,Vitesse,1,0,H,1,0,H,16,8,9,2,10,12,5,4,3,2,0,0
PSV Eindhoven,Almere City,2,0,H,1,0,H,17,4,8,2,5,15,4,1,0,2,0,0
Waalwijk,Sparta Rotterdam,1,1,D,0,0,D,10,15,2,7,21,6,3,3,5,2,1,0
Excelsior,Utrecht,1,1,D,0,0,D,9,16,5,3,3,5,5,8,0,0,0,0
Heracles,Ajax,2,4,A,1,1,D,13,31,7,12,9,5,3,11,2,1,0,0
Heerenveen,AZ Alkmaar,2,2,D,1,1,D,16,12,2,2,11,10,4,5,2,2,0,1
Feyenoord,Twente,0,0,D,0,0,D,23,2,6,0,8,6,9,0,0,1,0,0
Go Ahead Eagles,Nijmegen,2,2,D,0,1,A,17,16,5,5,10,13,9,5,2,4,0,0
Volendam,For Sittard,0,1,A,0,0,D,8,12,2,1,7,10,7,2,2,1,0,0
Almere City,Excelsior,2,1,H,1,1,D,11,8,2,4,9,14,7,3,1,3,0,0
Twente,Waalwijk,3,0,H,1,0,H,16,14,10,5,5,12,9,3,0,1,0,0
For Sittard,Heerenveen,3,3,D,0,2,A,13,10,3,6,10,13,6,0,1,2,0,0
Ajax,PSV Eindhoven,1,1,D,1,1,D,13,18,4,5,8,14,3,5,1,3,0,0
Nijmegen,Heracles,3,1,H,0,1,A,26,7,12,1,0,7,7,6,1,1,0,0
Vitesse,Go Ahead Eagles,0,2,A,0,1,A,15,16,5,7,15,14,5,6,1,1,0,1
AZ Alkmaar,Feyenoord,0,1,A,0,1,A,14,6,4,2,13,11,5,2,2,1,0,0
Utrecht,Volendam,4,2,H,2,1,H,24,5,10,3,9,9,9,2,2,1,0,0
Sparta Rotterdam,Zwolle,0,2,A,0,1,A,21,12,11,4,7,10,13,3,1,3,0,0
Waalwijk,Nijmegen,2,0,H,2,0,H,11,17,4,6,11,8,4,10,2,3,0,0
Excelsior,Twente,0,3,A,0,3,A,12,14,3,3,5,10,1,4,1,1,0,0
Almere City,AZ Alkmaar,0,0,D,0,0,D,11,10,1,3,19,11,5,6,2,1,0,0
Heracles,Vitesse,3,2,H,1,2,A,20,12,8,4,6,6,8,6,1,2,0,1
Go Ahead Eagles,Zwolle,1,1,D,0,0,D,16,15,4,4,9,12,8,4,2,2,0,0
Heerenveen,Ajax,3,2,H,2,0,H,17,12,5,6,12,8,7,4,4,0,0,0
Utrecht,For Sittard,4,0,H,1,0,H,16,9,8,1,12,11,3,6,0,0,0,0
Volendam,PSV Eindhoven,1,5,A,1,1,D,8,34,2,14,10,3,4,7,2,1,0,0
Feyenoord,Sparta Rotterdam,2,0,H,0,0,D,23,5,4,1,7,3,8,4,0,2,0,0
PSV Eindhoven,Heracles,2,0,H,1,0,H,39,3,14,0,6,8,15,0,0,3,0,1
For Sittard,AZ Alkmaar,1,2,A,1,0,H,14,19,5,5,9,9,3,10,1,1,0,0
Sparta Rotterdam,Excelsior,4,2,H,2,2,D,12,11,9,4,12,9,4,4,4,2,0,0
Heerenveen,Go Ahead Eagles,0,2,A,0,0,D,21,14,3,7,9,13,3,5,0,2,0,0
Zwolle,Almere City,0,1,A,0,0,D,16,5,2,2,9,16,4,2,0,4,0,0
Twente,Utrecht,0,1,A,0,1,A,13,4,2,2,5,12,11,0,0,1,0,0
Ajax,Nijmegen,2,2,D,1,0,H,8,16,4,9,5,10,2,5,2,0,0,0
Vitesse,Volendam,1,1,D,1,1,D,30,8,8,4,3,7,12,3,1,3,0,0
Feyenoord,Waalwijk,1,0,H,0,0,D,32,5,14,1,6,9,19,2,0,2,0,1
Utrecht,Heracles,1,0,H,0,0,D,11,4,3,0,14,10,9,3,3,2,0,0
Waalwijk,For Sittard,0,1,A,0,0,D,9,15,0,6,13,15,1,2,0,0,0,0
Zwolle,PSV Eindhoven,1,7,A,1,2,A,8,25,1,12,7,8,3,7,2,0,0,0
Nijmegen,Sparta Rotterdam,2,0,H,2,0,H,22,13,5,6,16,12,2,9,1,4,0,0
Excelsior,Vitesse,1,2,A,0,0,D,12,14,7,5,9,7,10,11,0,1,0,0
Almere City,Feyenoord,0,2,A,0,0,D,12,8,6,2,8,13,5,5,3,1,0,0
Twente,Go Ahead Eagles,3,0,H,2,0,H,21,10,6,2,11,9,6,4,0,2,0,0
AZ Alkmaar,Ajax,2,0,H,1,0,H,8,9,3,3,7,15,2,1,2,0,0,0
Volendam,Heerenveen,0,4,A,0,1,A,10,22,4,12,6,10,4,10,0,0,0,1
Volendam,Nijmegen,2,5,A,0,3,A,14,20,6,11,6,10,7,5,2,2,0,0
Go Ahead Eagles,Waalwijk,1,0,H,0,0,D,22,19,8,6,15,9,9,7,0,1,0,0
Vitesse,Twente,1,2,A,1,1,D,6,15,3,5,13,11,2,8,0,2,0,0
Sparta Rotterdam,AZ Alkmaar,1,1,D,0,1,A,14,15,6,4,18,5,5,6,0,2,0,0
Ajax,Utrecht,2,0,H,1,0,H,14,6,8,2,11,12,1,3,1,2,1,0
Heerenveen,Zwolle,2,0,H,1,0,H,15,11,6,3,18,9,4,6,3,2,0,0
PSV Eindhoven,Feyenoord,2,2,D,1,1,D,17,9,8,6,10,10,9,2,4,3,0,0
For Sittard,Excelsior,5,2,H,4,0,H,17,5,8,2,9,6,6,1,2,3,0,0
Heracles,Almere City,2,2,D,0,2,A,16,14,5,6,17,12,5,1,2,3,0,1
Go Ahead Eagles,PSV Eindhoven,0,1,A,0,1,A,12,21,4,11,9,5,4,9,0,2,0,1
Twente,Sparta Rotterdam,2,1,H,1,0,H,19,5,5,2,7,11,7,3,1,1,0,0
Almere City,Utrecht,1,1,D,1,1,D,9,12,1,4,15,15,6,7,1,2,0,0
Waalwijk,Vitesse,3,1,H,1,0,H,17,19,6,5,11,9,4,5,2,0,0,0
AZ Alkmaar,Excelsior,4,0,H,3,0,H,16,4,10,0,5,9,3,0,0,1,0,0
Ajax,For Sittard,2,2,D,1,0,H,18,9,8,4,8,12,10,2,1,0,0,0
Zwolle,Volendam,1,1,D,0,0,D,23,10,10,4,11,2,8,3,0,1,0,0
Nijmegen,Heerenveen,2,0,H,0,0,D,12,12,5,0,12,8,8,6,0,0,0,0
Feyenoord,Heracles,3,0,H,2,0,H,20,3,5,2,5,5,9,5,0,0,0,0
Heracles,Go Ahead Eagles,2,0,H,0,0,D,11,18,3,4,8,13,2,8,2,2,0,0
For Sittard,Zwolle,3,1,H,1,0,H,22,5,12,3,11,9,7,5,1,3,0,0
Excelsior,Waalwijk,1,1,D,1,0,H,18,16,5,5,11,6,7,4,1,2,0,0
Vitesse,Almere City,1,1,D,0,1,A,22,8,7,4,19,13,8,2,3,3,0,0
Volendam,AZ Alkmaar,0,4,A,0,2,A,6,20,2,8,8,7,3,4,0,2,0,0
Heerenveen,Feyenoord,2,3,A,1,1,D,8,21,3,5,8,13,3,8,1,1,0,0
Utrecht,Nijmegen,1,0,H,0,0,D,14,9,4,5,9,14,5,4,2,1,0,0
Sparta Rotterdam,Ajax,2,2,D,1,0,H,11,13,5,7,9,5,2,7,0,1,0,1
PSV Eindhoven,Twente,1,0,H,0,0,D,17,11,5,2,13,7,4,7,2,4,0,0
Nijmegen,PSV Eindhoven,3,1,H,1,1,D,8,27,4,6,7,5,1,7,0,2,0,0
Sparta Rotterdam,For Sittard,4,0,H,1,0,H,17,14,9,3,9,5,9,4,0,0,0,0
Go Ahead Eagles,Excelsior,3,0,H,1,0,H,18,10,6,0,10,10,4,5,1,2,0,0
Waalwijk,Heerenveen,1,1,D,0,0,D,9,10,3,6,10,12,4,6,1,1,0,0
AZ Alkmaar,Vitesse,2,0,H,0,0,D,17,8,5,2,5,11,9,6,0,0,0,0
Zwolle,Ajax,1,3,A,0,2,A,13,9,4,5,6,13,2,1,4,2,0,0
Feyenoord,Utrecht,4,2,H,1,2,A,27,3,10,3,8,10,10,1,3,2,0,0
Twente,Heracles,1,0,H,0,0,D,11,5,3,1,22,11,9,3,1,4,0,0
Almere City,Volendam,1,1,D,0,0,D,14,18,7,6,11,9,4,7,2,3,0,0
Vitesse,Sparta Rotterdam,1,4,A,1,3,A,21,12,6,7,6,7,8,4,1,0,0,0
Excelsior,PSV Eindhoven,0,2,A,0,0,D,0,21,0,5,8,4,1,12,1,0,0,0
For Sittard,Nijmegen,1,1,D,0,0,D,30,6,8,1,6,9,9,2,2,1,0,0
Heracles,AZ Alkmaar,5,0,H,3,0,H,21,18,9,4,10,8,4,6,2,1,0,0
Utrecht,Zwolle,5,1,H,0,0,D,18,5,7,2,7,6,5,0,0,1,0,0
Heerenveen,Twente,3,3,D,2,3,A,9,14,5,6,8,11,3,4,1,2,0,0
Volendam,Feyenoord,0,0,D,0,0,D,9,23,1,10,22,5,0,6,6,2,0,0
Waalwijk,Almere City,0,0,D,0,0,D,15,9,3,0,7,16,5,6,2,1,0,0
Ajax,Go Ahead Eagles,1,1,D,1,0,H,21,10,7,4,8,6,2,6,1,0,0,0
Sparta Rotterdam,Heracles,1,2,A,1,0,H,21,8,4,4,13,13,9,3,1,3,0,0
PSV Eindhoven,AZ Alkmaar,5,1,H,2,0,H,18,10,8,6,4,9,4,7,2,2,0,0
Zwolle,Excelsior,2,1,H,1,0,H,25,8,11,4,13,11,9,5,1,2,0,0
Twente,For Sittard,2,0,H,0,0,D,26,4,8,2,9,10,7,0,0,4,0,1
Vitesse,Nijmegen,0,3,A,0,0,D,20,8,6,7,16,14,7,1,2,4,0,0
Feyenoord,Ajax,6,0,H,3,0,H,30,1,15,1,9,12,9,1,0,2,0,0
Go Ahead Eagles,Almere City,1,1,D,1,1,D,12,18,4,6,5,12,3,7,2,1,0,0
Volendam,Waalwijk,3,2,H,2,0,H,20,15,8,8,13,11,6,7,3,2,0,0
Heerenveen,Utrecht,2,3,A,0,1,A,13,18,5,6,10,10,5,3,2,1,1,0
Excelsior,Volendam,4,0,H,2,0,H,35,13,15,5,9,9,11,2,2,4,1,1
PSV Eindhoven,Vitesse,6,0,H,3,0,H,29,9,12,0,6,13,5,4,0,1,0,0
AZ Alkmaar,Waalwijk,3,2,H,0,2,A,21,5,7,3,10,13,8,1,1,3,0,0
Almere City,Sparta Rotterdam,2,3,A,1,2,A,13,13,2,5,18,3,8,6,3,0,0,0
Heracles,Heerenveen,0,2,A,0,1,A,12,20,3,7,9,14,8,8,1,1,0,0
For Sittard,Feyenoord,0,1,A,0,1,A,14,10,3,3,7,15,3,6,2,3,0,0
Utrecht,Go Ahead Eagles,2,1,H,1,1,D,16,14,6,3,7,7,5,3,1,0,0,0
Ajax,Twente,2,1,H,0,1,A,8,7,4,3,4,14,2,6,2,1,0,0
Nijmegen,Zwolle,2,2,D,0,1,A,16,10,9,5,7,22,10,3,2,4,0,0
Twente,Almere City,3,1,H,1,0,H,15,7,8,2,6,11,8,4,1,1,0,0
Ajax,Excelsior,2,2,D,1,1,D,8,9,5,4,6,11,4,3,2,2,1,0
Heerenveen,PSV Eindhoven,0,8,A,0,5,A,8,16,2,11,9,6,2,1,0,0,0,0
Go Ahead Eagles,Feyenoord,1,3,A,1,2,A,16,17,6,7,6,11,9,3,0,0,0,0
Heerenveen,Sparta Rotterdam,0,0,D,0,0,D,11,13,2,1,5,8,3,6,1,1,0,0
For Sittard,Ajax,2,3,A,1,0,H,13,15,2,4,15,12,3,10,3,0,0,0
Cambuur,Excelsior,0,2,A,0,2,A,27,7,8,4,9,5,10,2,1,2,0,0
PSV Eindhoven,FC Emmen,4,1,H,3,0,H,11,6,6,2,6,12,3,6,0,1,0,0
