HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Guimaraes,Estoril,1,0,H,1,0,H,8,7,3,4,13,8,5,7,3,5,0,1
Maritimo,Chaves,1,2,A,1,0,H,13,21,6,8,12,11,3,6,1,1,0,0
Arouca,Gil Vicente,1,0,H,1,0,H,8,10,4,2,22,18,4,4,4,2,0,0
Pacos Ferreira,Portimonense,0,3,A,0,1,A,14,13,4,3,12,16,2,7,3,5,1,0
Estoril,Rio Ave,2,2,D,1,0,H,9,17,4,7,22,13,1,5,4,3,0,1
Santa Clara,Arouca,1,2,A,0,0,D,12,10,3,4,19,21,4,2,2,3,0,0
Chaves,Vizela,1,1,D,1,1,D,18,17,3,4,8,19,5,4,5,5,1,1
Porto,Sp Lisbon,3,0,H,1,0,H,11,8,5,4,23,11,3,4,1,4,0,1
Casa Pia,Boavista,2,0,H,0,0,D,6,11,4,4,11,13,2,2,1,3,0,0
Sp Braga,Maritimo,5,0,H,2,0,H,20,7,9,1,16,7,5,5,3,1,0,0
Portimonense,Guimaraes,2,1,H,0,0,D,15,17,5,6,18,15,6,11,4,2,0,0
Gil Vicente,Famalicao,0,0,D,0,0,D,15,10,5,2,12,13,8,4,1,5,0,0
Pacos Ferreira,Estoril,0,3,A,0,2,A,10,11,4,7,13,21,4,5,3,0,2,0
Maritimo,Portimonense,0,1,A,0,1,A,19,9,4,6,12,16,8,7,2,1,0,0
Boavista,Benfica,0,3,A,0,1,A,4,16,0,6,12,15,7,8,4,2,0,0
Sp Lisbon,Chaves,0,2,A,0,0,D,22,8,10,5,19,16,13,3,5,2,0,1
Famalicao,Santa Clara,1,0,H,1,0,H,12,13,4,2,22,11,6,4,3,3,0,0
Arouca,Sp Braga,0,6,A,0,4,A,12,15,4,10,18,13,5,4,3,3,0,0
Rio Ave,Porto,3,1,H,3,0,H,6,27,4,10,11,8,2,7,1,2,0,0
Guimaraes,Casa Pia,0,1,A,0,1,A,15,8,2,2,15,16,9,1,3,3,0,0
Vizela,Gil Vicente,2,2,D,2,2,D,18,12,9,4,9,15,5,10,2,5,0,0
Benfica,Pacos Ferreira,3,2,H,2,1,H,27,3,6,2,13,13,13,3,2,4,0,0
Benfica,Vizela,2,1,H,0,1,A,28,7,6,2,9,10,15,4,7,4,2,0
Estoril,Sp Lisbon,0,2,A,0,2,A,5,18,0,4,16,18,2,7,5,7,0,0
Sp Braga,Guimaraes,1,0,H,0,0,D,18,7,2,3,16,21,5,0,2,7,0,0
Gil Vicente,Porto,0,2,A,0,2,A,6,16,2,4,15,9,6,4,1,0,0,0
Casa Pia,Arouca,0,0,D,0,0,D,6,8,1,1,13,10,9,2,2,0,0,0
Santa Clara,Maritimo,2,1,H,0,1,A,9,17,4,5,22,16,2,3,3,4,0,1
Portimonense,Famalicao,1,0,H,0,0,D,9,13,1,1,20,10,7,5,5,2,0,0
Boavista,Pacos Ferreira,1,0,H,0,0,D,12,7,3,1,16,18,5,1,4,3,0,0
Chaves,Rio Ave,1,1,D,1,0,H,21,13,6,3,14,13,8,11,5,3,0,0
Guimaraes,Santa Clara,1,0,H,0,0,D,9,9,3,4,11,17,6,5,4,5,0,0
Famalicao,Benfica,0,1,A,0,0,D,4,13,2,7,19,12,1,5,2,0,1,0
Sp Lisbon,Portimonense,4,0,H,2,0,H,17,4,7,1,7,14,8,3,3,3,0,0
Porto,Chaves,3,0,H,1,0,H,19,8,7,1,13,11,9,3,1,3,0,0
Pacos Ferreira,Casa Pia,2,3,A,1,0,H,19,12,8,5,8,17,7,2,2,4,0,0
Arouca,Boavista,1,2,A,1,1,D,6,10,1,4,11,15,2,5,2,2,2,0
Maritimo,Gil Vicente,1,2,A,1,0,H,18,22,4,5,13,13,10,8,2,0,0,0
Rio Ave,Sp Braga,2,3,A,0,2,A,17,24,5,11,12,10,7,8,1,1,0,0
Vizela,Estoril,0,1,A,0,1,A,22,10,7,2,11,12,16,2,4,4,1,0
Portimonense,Chaves,1,0,H,1,0,H,15,17,6,4,20,15,9,7,4,2,0,1
Gil Vicente,Rio Ave,2,2,D,0,1,A,18,8,7,5,14,16,7,4,4,6,1,1
Santa Clara,Pacos Ferreira,1,1,D,1,0,H,8,7,2,4,18,16,5,8,4,3,0,0
Estoril,Porto,1,1,D,1,0,H,9,19,4,4,12,19,4,11,8,3,1,0
Boavista,Sp Lisbon,2,1,H,1,0,H,7,11,3,3,11,5,4,9,3,1,0,0
Arouca,Guimaraes,2,2,D,1,0,H,10,12,6,5,12,12,3,6,6,3,0,0
Benfica,Maritimo,5,0,H,1,0,H,23,4,12,1,16,5,7,2,1,3,0,0
Casa Pia,Famalicao,1,0,H,0,0,D,17,10,6,1,18,13,8,4,1,1,0,0
Sp Braga,Vizela,2,0,H,0,0,D,22,17,10,6,14,14,8,4,6,4,0,0
Sp Lisbon,Gil Vicente,3,1,H,2,0,H,16,11,7,4,9,6,3,2,4,1,0,0
Porto,Sp Braga,4,1,H,2,0,H,16,9,7,0,14,17,6,5,2,4,0,1
Vizela,Portimonense,1,0,H,1,0,H,15,18,6,7,10,12,5,9,3,3,0,0
Chaves,Estoril,1,1,D,1,0,H,12,14,3,3,12,15,4,8,3,3,0,0
Guimaraes,Benfica,0,0,D,0,0,D,6,6,1,1,17,22,5,6,4,1,0,0
Rio Ave,Santa Clara,1,0,H,1,0,H,6,6,3,1,11,11,1,8,2,3,0,1
Pacos Ferreira,Arouca,1,1,D,0,0,D,6,12,3,4,16,15,3,5,3,2,0,0
Famalicao,Boavista,4,0,H,2,0,H,8,10,4,1,17,17,1,5,1,3,0,0
Maritimo,Casa Pia,1,2,A,1,1,D,19,10,3,2,14,19,10,3,2,4,1,1
Gil Vicente,Estoril,0,1,A,0,0,D,12,11,3,3,22,12,7,3,4,4,0,0
Santa Clara,Sp Lisbon,1,2,A,0,1,A,9,11,6,3,11,15,3,5,4,3,0,0
Benfica,Rio Ave,4,2,H,3,1,H,32,8,10,3,3,10,8,3,1,2,0,0
Portimonense,Porto,0,2,A,0,1,A,12,18,3,7,12,7,1,5,4,2,0,0
Pacos Ferreira,Guimaraes,0,1,A,0,1,A,23,11,7,2,22,17,14,3,7,7,2,1
Boavista,Maritimo,1,1,D,1,0,H,20,14,5,3,20,17,8,8,2,5,0,0
Casa Pia,Vizela,0,1,A,0,0,D,12,8,5,5,12,15,8,1,3,1,0,0
Sp Braga,Chaves,0,1,A,0,1,A,30,6,5,1,13,12,13,1,6,5,0,0
Arouca,Famalicao,4,1,H,1,1,D,14,11,7,5,17,15,3,5,0,4,0,0
Porto,Benfica,0,1,A,0,0,D,11,13,4,4,14,19,4,4,5,7,1,0
Famalicao,Pacos Ferreira,2,1,H,1,1,D,10,12,2,1,10,14,3,8,2,3,0,0
Estoril,Sp Braga,0,2,A,0,2,A,4,14,2,7,16,12,5,7,3,1,0,0
Sp Lisbon,Casa Pia,3,1,H,0,1,A,25,10,10,3,16,15,7,3,2,5,0,0
Maritimo,Arouca,1,1,D,1,1,D,16,16,4,5,13,13,5,5,1,3,0,0
Vizela,Santa Clara,0,1,A,0,0,D,18,12,3,2,14,23,5,2,3,5,1,0
Chaves,Gil Vicente,3,1,H,0,1,A,18,10,9,3,7,12,5,1,1,2,0,1
Guimaraes,Boavista,3,2,H,1,1,D,18,4,9,2,18,19,9,1,3,6,0,1
Rio Ave,Portimonense,1,0,H,1,0,H,11,12,4,3,13,15,3,2,3,1,0,1
Pacos Ferreira,Maritimo,0,1,A,0,1,A,10,16,4,7,26,12,6,10,2,4,0,0
Santa Clara,Porto,1,1,D,0,1,A,9,15,5,4,13,13,5,6,4,1,0,0
Benfica,Chaves,5,0,H,3,0,H,18,7,9,2,16,12,13,2,2,2,0,0
Arouca,Sp Lisbon,1,0,H,0,0,D,10,21,5,7,12,6,4,11,5,3,0,0
Boavista,Vizela,2,2,D,1,2,A,12,7,4,5,8,20,6,1,3,7,0,1
Portimonense,Estoril,1,1,D,0,1,A,23,10,7,5,22,15,11,7,5,7,0,1
Casa Pia,Rio Ave,1,0,H,0,0,D,11,9,2,0,18,21,3,4,2,3,0,0
Gil Vicente,Sp Braga,0,1,A,0,0,D,8,14,3,6,17,16,5,8,4,3,0,0
Guimaraes,Famalicao,3,2,H,1,0,H,13,9,6,4,19,20,1,7,4,5,0,0
Gil Vicente,Portimonense,1,2,A,1,1,D,19,17,6,7,12,12,4,3,2,1,0,0
Vizela,Arouca,0,1,A,0,1,A,25,7,6,2,5,14,11,2,1,4,0,0
Porto,Pacos Ferreira,4,0,H,3,0,H,18,9,7,3,16,8,4,6,2,3,0,0
Sp Lisbon,Guimaraes,3,0,H,2,0,H,17,3,6,0,17,10,11,3,1,5,0,1
Rio Ave,Boavista,1,0,H,0,0,D,7,7,1,1,11,13,4,4,3,2,0,0
Maritimo,Famalicao,0,0,D,0,0,D,17,13,3,3,19,14,7,6,2,2,0,0
Sp Braga,Casa Pia,0,1,A,0,1,A,28,12,8,3,14,14,7,1,2,3,0,0
Estoril,Benfica,1,5,A,0,3,A,8,18,3,7,13,9,2,11,0,0,0,0
Chaves,Santa Clara,0,0,D,0,0,D,13,18,4,2,12,12,4,6,4,4,0,0
Arouca,Rio Ave,0,1,A,0,0,D,11,9,0,5,12,15,10,4,5,4,0,0
Boavista,Porto,1,4,A,0,1,A,6,24,0,9,16,15,5,4,5,1,1,0
Guimaraes,Maritimo,1,0,H,0,0,D,12,6,4,3,12,16,1,6,1,2,0,0
Pacos Ferreira,Vizela,0,2,A,0,0,D,14,21,5,9,12,17,9,7,1,4,0,0
Benfica,Gil Vicente,3,1,H,2,1,H,17,4,6,2,13,12,6,0,1,1,0,0
Casa Pia,Chaves,1,2,A,1,0,H,14,13,4,4,15,12,2,0,4,1,0,0
Portimonense,Sp Braga,1,2,A,1,0,H,14,22,5,10,9,8,2,8,2,5,0,2
Famalicao,Sp Lisbon,1,2,A,0,2,A,11,21,2,8,14,17,3,5,4,7,0,0
Santa Clara,Estoril,3,1,H,2,1,H,15,16,9,1,19,15,6,7,3,1,0,0
Rio Ave,Maritimo,1,1,D,1,1,D,19,8,5,1,18,19,5,5,1,1,0,0
Portimonense,Casa Pia,1,2,A,1,1,D,6,20,2,7,22,10,1,11,4,3,0,0
Porto,Arouca,5,1,H,3,0,H,16,8,11,2,13,14,5,3,1,3,0,0
Gil Vicente,Santa Clara,1,0,H,1,0,H,14,10,5,1,17,14,4,9,3,2,0,0
Sp Lisbon,Pacos Ferreira,3,0,H,3,0,H,15,6,5,1,18,14,4,3,1,4,1,0
Chaves,Famalicao,0,2,A,0,1,A,19,15,3,6,18,19,5,3,4,5,0,0
Vizela,Guimaraes,3,0,H,1,0,H,9,16,4,3,18,12,1,5,5,3,0,0
Sp Braga,Benfica,3,0,H,2,0,H,15,10,6,3,11,13,4,8,1,3,0,0
Santa Clara,Sp Braga,0,4,A,0,2,A,3,26,0,13,15,14,1,6,1,1,0,0
Benfica,Portimonense,1,0,H,1,0,H,27,1,12,0,11,15,12,2,0,2,0,0
Famalicao,Vizela,2,1,H,1,0,H,9,7,3,4,14,11,6,4,3,6,0,0
Arouca,Estoril,2,0,H,1,0,H,17,14,7,3,19,18,2,5,2,1,0,0
Guimaraes,Rio Ave,0,0,D,0,0,D,9,9,2,0,21,21,5,2,3,2,0,0
Casa Pia,Porto,0,0,D,0,0,D,2,25,0,9,10,11,5,6,3,0,1,0
Pacos Ferreira,Chaves,1,1,D,0,0,D,18,12,4,2,19,20,9,6,6,5,0,0
Maritimo,Sp Lisbon,1,0,H,0,0,D,9,10,2,1,24,12,3,8,4,4,0,0
Boavista,Gil Vicente,1,0,H,1,0,H,13,18,5,4,18,10,6,9,4,2,1,0
Portimonense,Santa Clara,0,0,D,0,0,D,24,10,4,2,17,13,6,1,2,5,0,1
Vizela,Maritimo,3,0,H,2,0,H,18,8,9,1,15,10,7,4,1,4,0,1
Rio Ave,Pacos Ferreira,0,1,A,0,1,A,16,5,6,2,22,16,6,2,5,6,0,0
Sp Braga,Boavista,1,0,H,0,0,D,9,10,4,0,11,14,1,7,2,3,0,0
Chaves,Arouca,1,1,D,1,0,H,15,18,5,6,6,14,5,10,0,1,0,1
Benfica,Sp Lisbon,2,2,D,1,1,D,14,8,8,3,14,16,5,2,2,5,0,0
Porto,Famalicao,4,1,H,3,0,H,17,10,9,2,22,15,2,5,3,1,0,0
Estoril,Casa Pia,2,0,H,1,0,H,11,6,3,0,13,21,4,4,2,5,0,1
Gil Vicente,Guimaraes,2,1,H,1,1,D,9,11,6,2,14,12,3,0,2,4,0,1
Arouca,Portimonense,4,0,H,2,0,H,17,3,12,0,9,11,3,7,0,5,0,1
Sp Lisbon,Vizela,2,1,H,0,0,D,21,8,8,3,10,8,8,1,2,1,0,0
Pacos Ferreira,Sp Braga,1,2,A,0,0,D,11,15,5,10,6,13,4,10,2,4,1,0
Santa Clara,Benfica,0,3,A,0,2,A,8,12,1,5,14,13,8,9,1,2,0,0
Guimaraes,Porto,0,1,A,0,1,A,9,14,0,2,20,17,3,6,6,4,0,0
Maritimo,Estoril,1,0,H,1,0,H,11,11,2,2,21,14,4,5,8,2,1,0
Casa Pia,Gil Vicente,1,3,A,0,0,D,14,12,5,7,17,18,6,4,2,1,0,0
Famalicao,Rio Ave,0,0,D,0,0,D,19,14,5,2,13,16,4,3,0,3,0,0
Boavista,Chaves,1,1,D,1,0,H,18,7,3,3,11,13,11,5,2,4,0,0
Pacos Ferreira,Benfica,0,2,A,0,2,A,12,13,3,6,15,19,1,10,0,2,0,0
Casa Pia,Santa Clara,2,1,H,0,0,D,19,6,8,3,12,20,8,3,5,4,0,0
Vizela,Rio Ave,3,1,H,0,1,A,12,13,7,2,14,15,3,8,4,2,0,1
Boavista,Portimonense,4,2,H,0,0,D,18,7,10,3,10,15,7,6,2,2,0,0
Famalicao,Estoril,1,0,H,0,0,D,16,16,6,6,15,14,5,7,3,4,0,0
Guimaraes,Chaves,2,1,H,1,0,H,18,16,6,4,19,10,7,6,3,3,0,0
Pacos Ferreira,Gil Vicente,2,1,H,1,0,H,21,10,8,4,14,12,11,12,2,2,0,0
Arouca,Benfica,0,3,A,0,1,A,6,5,0,3,10,11,3,3,3,1,0,0
Maritimo,Porto,0,2,A,0,0,D,10,9,2,4,28,15,5,1,6,3,1,1
Sp Lisbon,Sp Braga,5,0,H,1,0,H,22,4,9,4,13,13,10,1,1,2,0,1
Santa Clara,Boavista,2,2,D,0,1,A,11,6,3,4,13,12,7,7,2,3,0,0
Benfica,Casa Pia,3,0,H,2,0,H,16,7,5,0,16,7,4,4,0,1,0,0
Estoril,Guimaraes,0,1,A,0,1,A,15,12,4,3,15,23,4,5,1,1,0,0
Chaves,Maritimo,2,1,H,2,1,H,5,15,5,3,19,12,3,6,6,5,0,0
Sp Braga,Famalicao,4,1,H,1,0,H,14,6,4,1,16,9,6,2,3,3,0,0
Porto,Vizela,2,0,H,1,0,H,15,10,4,3,15,9,7,5,2,2,0,0
Gil Vicente,Arouca,1,1,D,1,1,D,17,12,7,6,14,10,13,4,2,3,0,0
Portimonense,Pacos Ferreira,1,0,H,0,0,D,15,8,3,4,15,16,10,2,1,3,0,1
Rio Ave,Sp Lisbon,0,1,A,0,0,D,5,8,1,1,10,14,4,2,1,3,0,0
Estoril,Boavista,2,1,H,0,1,A,27,5,13,4,13,15,11,0,2,2,0,1
Vizela,Chaves,0,0,D,0,0,D,15,15,4,5,14,15,5,6,3,3,0,0
Arouca,Santa Clara,1,0,H,0,0,D,9,4,4,0,18,11,3,3,2,4,0,0
Guimaraes,Portimonense,1,0,H,1,0,H,9,8,4,3,19,13,5,2,2,2,0,0
Famalicao,Gil Vicente,0,1,A,0,0,D,16,16,3,3,17,24,4,6,1,6,0,0
Sp Lisbon,Porto,1,2,A,0,0,D,15,10,5,3,11,12,8,4,4,1,0,0
Maritimo,Sp Braga,1,2,A,1,2,A,18,9,6,3,10,15,5,5,3,3,1,0
Rio Ave,Estoril,2,0,H,0,0,D,10,16,3,3,26,15,2,9,4,2,0,0
Boavista,Casa Pia,0,0,D,0,0,D,10,6,3,2,10,13,7,3,3,2,1,0
Gil Vicente,Vizela,1,1,D,0,0,D,16,13,6,4,16,11,10,2,5,4,1,0
Estoril,Pacos Ferreira,1,3,A,0,2,A,13,17,4,5,16,19,5,7,0,3,0,0
Portimonense,Maritimo,2,1,H,0,1,A,11,8,3,2,19,20,8,1,3,3,0,0
Porto,Rio Ave,1,0,H,1,0,H,14,11,4,4,19,17,8,2,2,3,0,0
Santa Clara,Famalicao,1,3,A,0,0,D,16,17,7,7,22,19,3,6,2,3,1,1
Sp Braga,Arouca,2,0,H,1,0,H,7,13,4,3,14,10,4,3,1,4,0,0
Casa Pia,Guimaraes,0,0,D,0,0,D,11,9,2,0,16,12,3,4,3,2,0,0
Chaves,Sp Lisbon,2,3,A,1,1,D,13,16,5,8,13,16,4,4,2,3,0,0
Benfica,Boavista,3,1,H,0,0,D,18,5,10,2,11,13,8,5,1,5,0,0
Famalicao,Portimonense,1,0,H,0,0,D,21,17,6,7,20,16,7,8,1,3,1,0
Arouca,Casa Pia,2,0,H,0,0,D,9,11,3,3,11,12,1,11,2,4,0,1
Maritimo,Santa Clara,3,1,H,0,1,A,26,11,7,6,9,19,9,4,3,5,0,0
Vizela,Benfica,0,2,A,0,1,A,9,11,3,6,14,10,6,5,4,2,1,0
Rio Ave,Chaves,1,0,H,0,0,D,10,11,3,6,17,12,4,8,5,3,0,0
Pacos Ferreira,Boavista,1,3,A,0,1,A,15,12,6,4,17,19,9,10,4,7,0,0
Porto,Gil Vicente,1,2,A,1,2,A,11,9,4,4,9,8,3,0,5,5,2,0
Sp Lisbon,Estoril,2,0,H,1,0,H,17,3,8,0,9,6,14,5,0,0,0,0
Guimaraes,Sp Braga,2,1,H,2,0,H,9,13,2,4,16,13,3,5,6,4,1,2
Boavista,Arouca,0,0,D,0,0,D,10,8,2,1,8,18,6,1,2,5,0,0
Benfica,Famalicao,2,0,H,1,0,H,19,7,7,0,13,13,7,2,1,3,0,0
Estoril,Vizela,0,3,A,0,2,A,10,6,2,3,11,15,8,0,3,0,0,0
Portimonense,Sp Lisbon,0,1,A,0,0,D,6,21,4,7,10,15,3,7,4,2,0,0
Chaves,Porto,1,3,A,0,2,A,13,13,4,5,19,19,4,8,9,5,2,0
Gil Vicente,Maritimo,2,0,H,1,0,H,11,19,5,6,16,11,12,8,3,3,0,0
Santa Clara,Guimaraes,1,3,A,0,3,A,16,11,5,6,16,9,7,6,3,2,0,0
Sp Braga,Rio Ave,2,0,H,1,0,H,21,10,11,4,9,9,9,4,1,0,0,0
Casa Pia,Pacos Ferreira,2,1,H,0,1,A,9,14,4,2,14,20,4,2,3,2,0,0
Porto,Estoril,3,2,H,2,1,H,12,9,5,3,22,11,6,3,3,5,0,1
Chaves,Portimonense,2,0,H,1,0,H,13,19,8,2,11,11,3,7,5,1,1,0
Pacos Ferreira,Santa Clara,1,0,H,0,0,D,15,11,4,4,15,13,9,2,5,6,0,0
Guimaraes,Arouca,0,2,A,0,0,D,25,9,8,4,8,7,12,0,3,3,0,0
Vizela,Sp Braga,0,4,A,0,1,A,13,13,1,7,7,10,3,3,2,2,0,0
Rio Ave,Gil Vicente,2,1,H,2,0,H,14,17,5,6,10,13,3,11,5,3,1,0
Maritimo,Benfica,0,3,A,0,1,A,8,21,2,10,8,12,2,10,2,2,0,0
Sp Lisbon,Boavista,3,0,H,2,0,H,16,2,5,0,10,8,4,1,2,1,0,0
Famalicao,Casa Pia,1,0,H,1,0,H,16,11,4,2,14,15,3,5,4,3,0,0
Santa Clara,Rio Ave,0,2,A,0,0,D,9,17,1,8,13,21,2,7,4,2,0,0
Portimonense,Vizela,0,1,A,0,0,D,15,9,3,2,12,17,4,6,2,2,1,0
Arouca,Pacos Ferreira,1,1,D,0,0,D,17,14,5,4,16,14,6,7,3,3,0,0
Benfica,Guimaraes,5,1,H,3,0,H,12,6,5,4,12,15,7,3,1,3,0,0
Estoril,Chaves,0,2,A,0,1,A,9,15,3,5,18,18,3,7,3,2,1,0
Casa Pia,Maritimo,2,0,H,1,0,H,16,17,5,3,13,15,5,10,2,0,0,1
Sp Braga,Porto,0,0,D,0,0,D,14,5,4,2,15,17,5,5,3,2,0,0
Boavista,Famalicao,1,2,A,0,0,D,16,7,6,3,29,15,9,1,1,1,0,0
Estoril,Gil Vicente,1,0,H,1,0,H,7,14,2,4,22,17,5,5,5,2,0,0
Vizela,Casa Pia,3,1,H,1,1,D,11,10,8,4,8,12,10,3,3,2,0,0
Guimaraes,Pacos Ferreira,0,0,D,0,0,D,17,9,3,4,19,11,5,4,2,5,0,1
Sp Lisbon,Santa Clara,3,0,H,2,0,H,14,10,5,4,11,16,6,2,0,5,0,0
Chaves,Sp Braga,1,2,A,1,1,D,14,17,8,8,12,9,7,5,5,3,0,0
Maritimo,Boavista,4,2,H,2,0,H,11,11,6,6,14,19,3,9,3,2,0,0
Rio Ave,Benfica,0,1,A,0,0,D,10,12,4,5,12,17,3,6,3,3,0,0
Porto,Portimonense,1,0,H,1,0,H,17,6,6,0,15,12,10,3,2,3,0,1
Famalicao,Arouca,0,1,A,0,0,D,18,9,1,2,11,17,7,1,1,1,0,0
Gil Vicente,Sp Lisbon,0,0,D,0,0,D,8,12,2,7,18,13,1,3,1,2,0,0
Santa Clara,Vizela,0,1,A,0,1,A,10,5,2,3,11,20,2,4,3,2,1,0
Benfica,Porto,1,2,A,1,1,D,7,7,1,3,13,15,4,5,3,5,0,0
Boavista,Guimaraes,2,1,H,1,0,H,12,10,4,4,20,17,7,7,7,6,0,2
Arouca,Maritimo,1,0,H,1,0,H,11,15,2,6,11,10,7,11,2,2,0,0
Pacos Ferreira,Famalicao,1,3,A,1,1,D,13,9,2,5,16,17,10,4,2,0,0,0
Portimonense,Rio Ave,2,2,D,0,1,A,17,18,6,8,21,14,8,4,5,1,0,0
Sp Braga,Estoril,4,1,H,1,0,H,16,6,6,3,14,5,7,2,3,2,0,0
Casa Pia,Sp Lisbon,3,4,A,2,2,D,8,20,5,12,12,6,1,18,3,0,1,0
Gil Vicente,Chaves,0,0,D,0,0,D,15,16,4,5,13,13,14,5,1,1,0,0
Famalicao,Guimaraes,2,1,H,1,0,H,10,16,3,5,14,14,3,10,1,3,1,1
Estoril,Portimonense,0,1,A,0,0,D,13,15,3,5,14,14,10,5,0,4,0,0
Maritimo,Pacos Ferreira,3,1,H,2,0,H,12,7,6,3,19,15,2,5,4,4,0,0
Chaves,Benfica,1,0,H,0,0,D,9,19,2,4,13,7,3,19,4,0,0,0
Porto,Santa Clara,2,1,H,1,0,H,12,8,4,2,13,13,4,4,2,5,0,0
Rio Ave,Casa Pia,1,1,D,0,1,A,10,7,4,2,10,20,5,8,1,3,0,0
Sp Braga,Gil Vicente,1,0,H,1,0,H,19,10,10,3,11,9,10,5,2,1,0,0
Sp Lisbon,Arouca,1,1,D,0,1,A,26,4,5,2,8,11,7,0,0,0,0,0
Vizela,Boavista,1,1,D,0,0,D,9,14,5,6,9,16,8,3,2,4,0,0
Casa Pia,Sp Braga,0,1,A,0,0,D,6,15,1,6,13,8,3,6,3,2,0,0
Famalicao,Maritimo,3,2,H,0,2,A,25,8,7,6,12,15,9,4,3,3,0,1
Boavista,Rio Ave,3,2,H,3,1,H,14,7,6,3,19,18,2,2,1,2,0,1
Pacos Ferreira,Porto,0,2,A,0,0,D,8,10,0,4,18,14,2,5,5,1,1,0
Portimonense,Gil Vicente,1,0,H,0,0,D,10,20,4,4,12,8,1,12,1,2,0,0
Benfica,Estoril,1,0,H,1,0,H,19,4,5,0,18,16,11,2,2,2,0,0
Santa Clara,Chaves,1,1,D,0,0,D,19,13,6,5,12,8,2,12,3,3,0,1
Arouca,Vizela,1,0,H,1,0,H,7,15,2,8,16,10,0,14,0,1,0,0
Guimaraes,Sp Lisbon,0,2,A,0,0,D,7,13,0,5,13,15,5,5,1,0,0,0
Rio Ave,Arouca,1,0,H,0,0,D,11,11,2,2,16,16,4,4,4,3,1,0
Maritimo,Guimaraes,1,2,A,0,1,A,21,11,6,5,15,18,5,3,4,3,0,0
Sp Braga,Portimonense,4,1,H,3,1,H,18,8,11,2,9,12,4,0,1,5,0,0
Chaves,Casa Pia,1,0,H,1,0,H,16,16,5,4,17,14,10,3,3,4,0,0
Vizela,Pacos Ferreira,1,2,A,0,2,A,14,7,3,2,12,16,7,8,2,3,0,0
Gil Vicente,Benfica,0,2,A,0,0,D,13,17,5,7,17,8,7,11,3,2,0,0
Estoril,Santa Clara,3,0,H,2,0,H,7,10,3,3,16,14,3,4,4,3,0,0
Porto,Boavista,1,0,H,0,0,D,10,7,1,2,13,25,6,4,2,5,1,0
Sp Lisbon,Famalicao,2,1,H,1,0,H,11,10,5,2,13,15,8,4,2,3,0,0
Casa Pia,Portimonense,1,1,D,0,0,D,17,10,3,2,18,11,4,4,2,0,0,0
Santa Clara,Gil Vicente,3,2,H,2,0,H,14,15,8,3,12,9,4,5,0,3,0,0
Boavista,Estoril,1,0,H,0,0,D,13,6,3,2,13,12,6,3,2,4,1,0
Benfica,Sp Braga,1,0,H,0,0,D,20,5,4,0,8,10,7,1,3,4,0,0
Maritimo,Rio Ave,2,2,D,1,2,A,28,7,6,3,21,10,13,1,3,0,0,0
Guimaraes,Vizela,3,0,H,2,0,H,13,6,5,0,24,16,6,4,1,2,0,0
Pacos Ferreira,Sp Lisbon,0,4,A,0,2,A,7,16,0,8,12,11,0,6,1,1,0,0
Famalicao,Chaves,1,2,A,0,0,D,19,12,6,3,15,15,11,6,2,3,0,0
Arouca,Porto,0,1,A,0,1,A,8,12,2,4,17,12,1,8,1,2,0,0
Gil Vicente,Boavista,3,1,H,1,0,H,15,16,3,5,18,13,7,6,3,6,0,0
Chaves,Pacos Ferreira,2,0,H,0,0,D,16,16,0,3,12,14,5,8,0,4,0,1
Vizela,Famalicao,0,0,D,0,0,D,10,15,4,3,18,17,2,7,3,5,0,1
Portimonense,Benfica,1,5,A,1,3,A,5,24,1,10,12,12,3,5,2,1,0,0
Sp Lisbon,Maritimo,2,1,H,0,1,A,15,2,3,1,11,10,9,1,6,7,1,0
Rio Ave,Guimaraes,0,1,A,0,0,D,12,9,3,3,15,14,9,8,0,0,0,0
Sp Braga,Santa Clara,5,3,H,3,1,H,17,12,9,8,15,16,11,6,3,4,0,0
Porto,Casa Pia,2,1,H,0,1,A,19,8,8,2,8,11,13,3,1,3,0,0
Estoril,Arouca,2,0,H,0,0,D,10,16,4,4,16,23,4,2,1,2,0,0
Maritimo,Vizela,1,0,H,0,0,D,18,9,5,3,19,9,5,6,2,4,0,0
Arouca,Chaves,1,0,H,0,0,D,11,9,6,3,16,11,4,6,2,3,0,0
Santa Clara,Portimonense,1,0,H,1,0,H,21,2,3,0,15,17,9,6,2,4,0,0
Boavista,Sp Braga,1,1,D,0,0,D,6,10,1,1,11,13,2,3,1,5,0,0
Famalicao,Porto,2,4,A,2,2,D,7,11,5,7,14,22,1,1,5,3,0,0
Guimaraes,Gil Vicente,1,0,H,0,0,D,15,11,5,2,10,15,3,6,3,2,0,0
Casa Pia,Estoril,2,2,D,0,0,D,25,12,10,3,11,18,3,3,5,6,0,0
Pacos Ferreira,Rio Ave,3,1,H,1,1,D,9,14,5,7,16,13,5,6,3,3,0,0
Sp Lisbon,Benfica,2,2,D,2,0,H,13,19,7,4,13,15,7,7,2,2,0,0
Rio Ave,Famalicao,2,2,D,0,2,A,22,11,5,2,22,10,8,4,4,4,0,1
Vizela,Sp Lisbon,1,2,A,1,1,D,6,13,3,2,8,9,2,8,2,4,0,0
